"","response_id","rating_chooses_appropriate_action","rating_commits_to_action","rating_gathers_information","rating_identifies_issues_opportunities","rating_interprets_information","rating_involves_others","rating_decision_making_final_score"
"93","SfZRXVkkVsK",2.6862764195881,3.01807699964403,2.6461147854808,2.69243326134135,2.43109948782368,2.80692765144047,3.07270911587313
"94","XasoAtWLXfa",2.76231763005658,3.08639166200135,2.70037085004155,2.67474572111658,2.46617758840479,2.8068548009113,3.21975787003309
"95","FNySirAIYSr",2.75354171563966,3.0808435278981,2.69485291163304,2.67359377722381,2.46114821348259,2.80558021403541,3.20140045490861
"96","JoXEGYfuirV",2.71413606600778,3.03642569646838,2.6638660706079,2.69508434190873,2.44675652385489,2.81056977615666,3.13054905447413
"97","SaUgKXztjBX",2.70042349604977,3.02715927450601,2.65505398515911,2.69410092447801,2.43914885496333,2.80890626806083,3.10221970278639
"98","WWYHXiSaMOb",2.45500444926267,2.79808209328816,2.47720884008901,2.76293564981361,2.32954559284336,2.81386196729656,2.63272899635769
"99","XnhqXflSvis",2.71715865037946,3.0388141620939,2.66591860276096,2.69482825704993,2.44828817240278,2.81074646974914,3.13658821925374
"100","fQJSajDHQVj",2.72040900977295,3.04346358553602,2.66878834614456,2.6917083068605,2.44906135408291,2.80979358335574,3.14184736417923
"101","YwTvxxffevA",2.62826083757657,2.95837510306964,2.60230644205591,2.71629113903575,2.407520384038,2.81114697022562,2.96501810088158
"102","xMpmnFYkfTN",2.76702688949211,3.08014049343101,2.70039372212542,2.68797852280451,2.4727517978428,2.8126070972564,3.23508598717715
"103","WtWctEeSMjv",2.45985049574985,2.79854757043331,2.47942862626331,2.76712333706533,2.33341389962417,2.81599275443853,2.64440803918475
"104","eUVJNoaCPgU",2.72495249332613,3.05434183553852,2.67419400312213,2.68136113264459,2.44830316652116,2.80605654209807,3.14659968261757
"105","EXNgybbCkhh",2.7791428702385,3.09499226396741,2.71030155649716,2.67973776640613,2.47667507591369,2.81041681905808,3.25616144098617
"106","DcvHaldcZtY",2.8500354074196,3.17389110963419,2.76572645015594,2.6424570242317,2.50299086525893,2.80199553451463,3.38422625841335
"107","QvzeFdmBlsR",2.80896500289849,3.12596264674616,2.73291024764588,2.66708925494253,2.48867741678279,2.80809337372191,3.31135153158634
"108","DrXMwJBrHXb",2.6988111741085,3.03038620330126,2.65539213682691,2.68808491727068,2.43644167317264,2.80634000926675,3.09632678499184
"109","mrRBSxoUMcR",2.84222428740779,3.14813962978013,2.75418861677882,2.66988232071706,2.50725480001919,2.81229200265775,3.38024030891081
"110","mmmMYEwmgGM",2.85416425473465,3.17100761776125,2.76657340591867,2.65050863276882,2.50766412212022,2.80561243497381,3.39612366690586
"111","WXEoBPwsYmT",2.6315207451946,2.96828780409676,2.60685598527833,2.7059860880588,2.40609129549767,2.80730812476851,2.96717688785855
"112","bsQfyQUZHzG",2.7448723352628,3.05820828621186,2.68394033456794,2.69590500053994,2.46338378853494,2.81374255339457,3.19344757454177
"113","ezMYnSOtRkJ",2.86081424943548,3.17134955584181,2.76952501159646,2.65666092061989,2.51309705685756,2.808699424833,3.41232641911127
"114","CwFjWZmgWWn",2.81383117755545,3.12687146318107,2.73527978822329,2.67069095869732,2.49237642529536,2.80999058521882,3.3228170958984
"115","sUWuYhsHJAN",2.80843166343317,3.12150325426316,2.73126247783442,2.67265408493966,2.49010286197149,2.8102798877957,3.31268255348014
"116","iAfdneoPXNt",2.85302088437606,3.17401050596384,2.76704069513961,2.64526569158676,2.50544427640846,2.80340015719628,3.39152063919402
"117","emelthkrGtC",2.84072414653588,3.15171800517776,2.7546866169015,2.66349757568344,2.50449410305912,2.80958796829453,3.3744155504756
"118","guVSyUGPEgP",2.78664534538902,3.10636013394059,2.71712800800787,2.67166681988017,2.47819261663599,2.80786802610004,3.26792306129018
"119","SUVCmnFbAQV",2.65269929079318,2.99013158169378,2.62286399451791,2.69720892662021,2.41467798231483,2.80574060035115,3.00645994850693
"120","sHBbeeKRFRu",2.72311167092831,3.04599774742485,2.67075050418404,2.69093459769358,2.45026353839864,2.80973271261327,3.14701079528942
"121","sReUmEOtcOT",2.81356485164466,3.12685540877316,2.73516082783456,2.67044779161447,2.49215983258333,2.8098682504417,3.32216959200982
"122","WHGNdBQdnGw",2.80257655072984,3.11441857686778,2.72650392028713,2.67651000447873,2.48816806348831,2.81128753806821,3.30244281370413
"123","UuFfVBxFDEj",2.78184362727269,3.10148476056701,2.71352315204431,2.67355134006338,2.47621338810485,2.80818104129172,3.25897078379639
"124","mmamtRXTqWl",2.72471204842993,3.05130045371013,2.67312290499278,2.68527918171356,2.44937874241358,2.80760850191356,3.14781165071522
"125","mtunsIiTvRU",2.74446306359944,3.07628656045842,2.68952112580697,2.67078560566217,2.4554487362967,2.80361218242876,3.1817078912724
"126","qnVDiMKuvlz",2.82017316751911,3.14060729664911,2.74236406588087,2.65822794062945,2.49192640046702,2.80556979527129,3.33031031270598
"127","LgStnyhvNSy",2.72469774302807,3.05147223177592,2.67317148028469,2.68503013049585,2.44929460922526,2.80750711445844,3.14767440348004
"128","UqyCwKyCYvx",2.78299428325974,3.11558894694856,2.71850551418935,2.65541712138334,2.47125534533678,2.80100147713709,3.25343822169484
"129","ospfWJfrkKj",2.83227762711466,3.14397984254053,2.74861222870778,2.66566717237801,2.50066063842426,2.80967838422318,3.35817060886771
"130","byGMcOiumRN",2.73002841206788,3.05204563082771,2.67563279299683,2.68955270921378,2.45352398802908,2.80981728162009,3.16048496732899
"131","OsohdbXWvCx",2.71967231508157,3.05640276054835,2.67259298823067,2.67328784132321,2.44300986188284,2.8023244337784,3.13235013020321
"132","jrvyhsYvbQo",2.7082742874573,3.03781677616527,2.66180316839846,2.68734774099494,2.44125679978931,2.80691914687356,3.11526225295628
"133","pZGlRTSPDkM",2.75786520033621,3.07656805776216,2.69533989404178,2.68374189267646,2.46656924035325,2.81005745629993,3.21460421966836
"134","dzBGpdoaDar",2.74660980559623,3.0769675412202,2.69065562518258,2.67199170479493,2.45696297050912,2.80429534094133,3.18659977473076
"135","KUEvTaqPHib",2.50343838916943,2.84292223425167,2.51218954917192,2.7498549700242,2.35133084854763,2.81308644450621,2.72560276060623
"136","RINREymOByP",2.95334218568146,3.24598695061809,2.83284184816814,2.64674217353719,2.55934535033615,2.81327292702423,3.59629560488123
"137","lUXuagRJozk",2.81142325744114,3.12594472995606,2.73395539795202,2.66956080119183,2.49074637530418,2.80931378014217,3.31742674099492
"138","HTUiBjIXqMF",2.68764109401968,3.05187820164821,2.65745975651893,2.64758736950032,2.41804928997274,2.78903562124316,3.05601377101414
"139","rZfmhRKEaaB",2.56618556812936,2.96454646366702,2.57773533909886,2.64606277368954,2.35287390155032,2.77718864103125,2.80821397502501
"140","ebmRluNXCeq",2.76617726033243,3.0740484291503,2.69809093603851,2.69546027494351,2.47459763919274,2.81553453938543,3.23660575435891
"141","ZVDihyPMcfs",2.67412168373845,3.00313914776425,2.63616297756755,2.70075310757304,2.42717985990068,2.80914612170938,3.0515891441261
"142","rueKDFintxo",2.61888349636426,2.95514885778119,2.59727064685238,2.71136661648875,2.40101160553827,2.80830099921869,2.94379883996214
"143","dgSgEgBEoDk",2.7188800644128,3.03854789051678,2.66656969748876,2.69690580683183,2.44984352866995,2.81174041911634,3.14099303079327
"144","kLnoxViNAib",2.78539606533921,3.0927245066613,2.71225266552617,2.68906236978267,2.48287118741799,2.81474168407719,3.27293421144019
"145","FZLXZvqmlHR",2.81293183328425,3.133215067451,2.73691500825995,2.66112436019163,2.48895830344391,2.80606371289164,3.31683327109696
"146","AjnNiXbEenM",2.79819987373536,3.11650468685014,2.72529715247722,2.66930167170752,2.48362183750986,2.80798652659359,3.29040727336374
"147","oyTrbOCkVgf",2.71807441589853,3.02934742987402,2.66329606346726,2.70868034288156,2.45303160077874,2.81639669154483,3.1444662261188
"148","ClSjrrfmBnx",2.70835938628763,3.04110616199245,2.66288681850977,2.68293604603142,2.43994680676722,2.80515447991264,3.113519844403
"149","RBHSJpmskew",2.82146087600047,3.12893380095962,2.73919793715091,2.67546679689029,2.49790844657605,2.81261516364365,3.34041569267015
"150","KtYZgfpNTfI",2.73785311508964,3.05644121063408,2.68037715823541,2.69133325246363,2.45823970666071,2.81125644283202,3.17717979588656
"151","mfWbswEnSXB",2.79084986369008,3.09844802903061,2.71640630575306,2.6866675868791,2.48504106078583,2.81428397093517,3.28299178517664
"152","JGibvuBidHv",2.89889482331576,3.21188846886371,2.79871044226438,2.63915358117882,2.52800649414448,2.80518768265117,3.48221107944475
"153","TAhZYugKqkj",2.52868986453054,2.86692286547675,2.53062535176203,2.74218388447912,2.36242724273526,2.81234006011792,2.77365368299563
"154","JbPiQBVLcFZ",2.66806052810224,2.99107280345007,2.62973028160616,2.7112135824003,2.42716429533542,2.81278830304816,3.04379786054734
"155","OBjsarbcUnn",2.74322435070241,3.08478833716925,2.6916983897837,2.65793108387185,2.45083971825274,2.79833289157174,3.17360589531014
"156","nmHAkyrdFCc",2.60267717304384,2.92090167088742,2.57943917550409,2.74204811273702,2.40180323369911,2.81912920720751,2.92414417238394
"157","kwQlFcMJAzE",2.66562918215318,3.02548971552961,2.63964855915878,2.66174732326679,2.41067228080069,2.792688768365,3.01737219629293
"158","JkvdpBihWZR",2.79254633833417,3.10257968464584,2.71844694797962,2.68270859087517,2.48472862426185,2.81285023961511,3.28472476846714
"159","MRpbCbkAFXy",2.87090464747827,3.17410231111473,2.77471487495285,2.66294248570515,2.52040262692585,2.81215658726484,3.43558583958685
"160","dwvYSNidmna",2.84152767980069,3.15716871487347,2.75676550394887,2.65684663343449,2.50287893921153,2.80699006661396,3.37316272682092
"161","SjfLsRUynqn",2.82187110926004,3.1331434881993,2.74071358056384,2.6701207546204,2.49648462941177,2.81050516737194,3.33892917227437
"162","kbfQhWpZMbr",2.64783017797657,2.96995965406379,2.61436022379576,2.71993589161534,2.41906592067845,2.81442149528046,3.00642037194141
"163","AMnOmOtgyZF",2.7072735157687,3.03335998250095,2.65995640807237,2.69244371589986,2.44228917594454,2.80887404686529,3.11543856542253
"164","aoDSQEVflFO",2.67600069673945,3.01730184313566,2.64147532581131,2.68326394908092,2.42280802976071,2.80229310271634,3.04781873009344
"165","SoNjJFnDycD",2.8313222780873,3.21844823566516,2.77191302434451,2.56292205552908,2.46858701686841,2.76830890482284,3.31161450638672
"166","CRgGUdsVyMi",2.89116014665829,3.20234001413327,2.79236399324377,2.64450634540361,2.52553018380707,2.8066228813726,3.4687967345272
"167","WyPltQqeWTm",2.84081831421433,3.15576526067255,2.75601543371064,2.65805894288577,2.50287345281772,2.80741153532196,3.37224569653928
"168","ItALEQFOlae",2.80434381680346,3.11761408201418,2.72827677358616,2.67390114261646,2.48830812092912,2.81040281407,3.30490607469525
"169","HsTbeIRnFYD",2.71283368225202,3.02859909225382,2.66081749953324,2.70448642104071,2.448951103928,2.81422689158122,3.13198136643321
"170","lEmwIjIleZV",2.83798746002936,3.14804679475358,2.75234790108972,2.66579169614409,2.5037408815772,2.81025656523799,3.36984305050332
"171","VNVGprekcVr",2.72338918890708,3.05478951185279,2.67366825258852,2.67919300203671,2.44680421759208,2.80504082387454,3.14247726226776
"172","obnqrxgpDQp",2.87710313940858,3.22175708630509,2.79253689596929,2.60397133080495,2.50558824227753,2.78903640410716,3.42259313039109
"173","wPljRKHsPum",2.70169288092511,3.01919461517515,2.65306083984707,2.70625176914941,2.44355803506663,2.81390567140917,3.11007857195326
"174","iaKTRWFvtZb",2.56069723699193,2.92887474669238,2.56403205423256,2.68936068490129,2.36325160766297,2.79407728979394,2.81584636289764
"175","GpjckOEwyQc",2.71603418399002,3.03828164453853,2.66526837335538,2.69443683526413,2.44756884839052,2.8104851924346,3.1341301978283
"176","mZvAJHLymTI",2.4117564382779,2.78088015113372,2.45324443980117,2.74339876303187,2.30050266420635,2.80201203704001,2.53624494524807
"177","xFezeaQxtzl",2.7001705420759,3.01910686687432,2.65238213320863,2.70485631292099,2.44231828677762,2.81320418888229,3.10637500530955
"178","AKUqWUpuhuG",2.70971766346401,3.03728053468518,2.66224945462737,2.68951755318994,2.44269237190103,2.80792444755796,3.11914137301387
"179","VKJKtRTKyAd",2.63337607778756,2.9524614938444,2.60261033467756,2.72946664718634,2.41429328369364,2.8169137995914,2.98114743109111
"180","QeBQKoDWWtL",2.49525418545838,2.82663301875462,2.50350481823548,2.76397449741634,2.35130831140087,2.81800238806744,2.71508026563124
"181","sxzuAIDvLEL",2.75395970660321,3.08823916913057,2.69738621282717,2.66390043674327,2.45839298233103,2.80172427032183,3.19804211337904
"182","CxiRvmJfDNp",2.77866234236461,3.09287048862898,2.70942061128623,2.68215977575125,2.47716314145737,2.81134549017927,3.25623530426192
"183","JmSHhRxYcPi",2.927421061087,3.22489941180463,2.81504725199016,2.64976462661754,2.54646407096302,2.81208963440469,3.54486363311296
"184","nmYVnNWvKEm",2.70747456965495,3.03097578539924,2.65928327579497,2.69590291763708,2.44345900214503,2.81028248807543,3.11734966311075
"185","GHYNhBxSNTp",2.82851515541824,3.14849624490539,2.74844177594644,2.65574817315565,2.49560888604279,2.80534508940445,3.34620787663917
"186","SREkgVTEVyb",2.62600482098556,2.97719588501604,2.60733418579798,2.68831844638364,2.39772488391337,2.79969937562826,2.94828175115902
"187","PQqNwynbDvi",2.74995262217782,3.09483185730844,2.69777223925624,2.65089977286704,2.45226418155018,2.79613019267979,3.18424357732819
"188","RQNPReBHljq",2.78513060119931,3.10075322055996,2.71469536051194,2.67782331308797,2.47927697237649,2.81020148141032,3.26751402144704
"189","ELiseJNGCDP",2.76546814290348,3.0825212688804,2.70048537855021,2.68317249107275,2.47044487934804,2.81053194013494,3.22982745859108
"190","QcMQxbvBJVL",2.76982380782639,3.0784365956176,2.70104686311986,2.69309183150857,2.47581276796874,2.81492024139148,3.24299736908505
"191","VWHHlVfTsIX",2.82379473858757,3.13632304056749,2.74254819699293,2.66768935019183,2.4967625086619,2.80970620585901,3.34178765376587
"192","logjeOxvQET",2.89411556820402,3.20575639595261,2.79471508177891,2.64277829987158,2.52657384486828,2.80620195560758,3.47406010774205
"193","GzywsmRgGee",2.78656455679706,3.09434100642753,2.71326683216861,2.68801587312616,2.48317221896145,2.81442930426818,3.27485746774022
"194","uKArVtTkXuL",2.56436740520815,2.91379869456342,2.5608010761442,2.71362225064643,2.3726604086361,2.80416462795746,2.83384885008963
"195","LNILLEmCXPS",2.86588370608226,3.18016976662446,2.7745002746468,2.6496505475048,2.5136441973538,2.80635170090851,3.41959783450506
"196","rLzvLQduWqf",2.53418065514543,2.85864112993981,2.53033582248222,2.75897032802802,2.37050954845284,2.81959243513259,2.79211505965605
"197","dPsRcHtwTNW",2.73776430982875,3.08675537877306,2.68999059669173,2.64980708271095,2.44543501072968,2.79456377198359,3.15896833993192
